date,Composite Ticker,Constituent Ticker,Weight,Shares Held,Market Value,price,ret
2017-04-17,VNQ,CPT,0.00852,6662327.0,536050830.0,80.46,-0.0495
2017-04-17,VNQ,KRC,0.00805,7027445.0,506538236.0,72.08,-0.0657
2017-04-17,VNQ,OHI,0.00779,14862045.0,490298865.0,32.99,0.0107
2017-04-17,VNQ,NNN,0.00777,11204851.0,488755601.0,43.62,-0.0358
2017-04-17,VNQ,BRX,0.00776,22757023.0,488365714.0,21.46,-0.0805
2017-04-17,VNQ,WPC,0.0076,7689703.0,478453321.0,62.22,-0.0138
2017-04-17,VNQ,GLPI,0.00759,14288615.0,477525513.0,33.42,0.0444
2017-04-17,VNQ,ELS,0.00756,6172059.0,475618867.0,77.06,-0.0322
2017-04-17,VNQ,SUI,0.00675,5283865.0,424452875.0,80.33,-0.0302
2017-04-17,VNQ,DEI,0.00669,10963694.0,421005850.0,38.4,-0.0481
2017-04-17,VNQ,AMH,0.00642,17589323.0,403850856.0,22.96,-0.0341
2017-04-17,VNQ,HIW,0.00596,7632100.0,374965073.0,49.13,-0.064
2017-04-17,VNQ,EPR,0.00567,4846359.0,356837413.0,73.63,-0.0433
2017-04-17,VNQ,CUBE,0.00566,13712670.0,355980913.0,25.96,-0.0473
2017-04-17,VNQ,MPW,0.005,24392782.0,314422960.0,12.89,-0.0395
2017-04-17,VNQ,APLE,0.00491,16162735.0,308708239.0,19.1,-0.0275
2017-04-17,VNQ,HR,0.00456,8826565.0,286863363.0,32.5,0.0169
2017-04-17,VNQ,EQC,0.00451,9083935.0,283600451.0,31.22,-0.0013
2017-04-17,VNQ,CUZ,0.00419,31889888.0,263729374.0,8.27,-0.0327
2017-04-17,VNQ,SHO,0.00402,16492587.0,252831359.0,15.33,0.0393
2017-04-17,VNQ,PK,0.004,9807568.0,251760271.0,25.67,0.0051
2017-04-17,VNQ,FR,0.00377,8906500.0,237180095.0,26.63,-0.01
2017-04-17,VNQ,NHI,0.0035,3035646.0,220478969.0,72.63,-0.0408
2017-04-17,VNQ,RHP,0.00344,3497115.0,216226620.0,61.83,-0.0409
2017-04-17,VNQ,EGP,0.00293,2506873.0,184330372.0,73.53,-0.0109
2017-04-17,VNQ,LXP,0.00258,16257909.0,162253932.0,9.98,-0.1057
2017-04-17,VNQ,STAG,0.00229,5759695.0,144107569.0,25.02,-0.0314
2017-04-17,VNQ,SBRA,0.00221,4972925.0,138893795.0,27.93,0.0268
2017-04-17,VNQ,REXR,0.0018,5033244.0,113348655.0,22.52,-0.02
2017-04-17,VNQ,FCPT,0.00157,4337051.0,99014874.0,22.83,0.0293
2017-04-17,VNQ,TRNO,0.00157,3538219.0,99070132.0,28.0,0.0108
2017-04-17,VNQ,ADC,0.00152,1993758.0,95620634.0,47.96,-0.0336
2017-04-17,VNQ,NSA,0.00123,3234396.0,77302064.0,23.9,-0.0132
2017-04-24,VNQ,SPG,0.06542,23930095.0,4116694243.0,172.03,0.0
2017-04-24,VNQ,PSA,0.03906,11227029.0,2457708918.0,218.91,0.0
2017-04-24,VNQ,EQIX,0.03714,5837782.0,2337272779.0,400.37,0.0
2017-04-24,VNQ,PLD,0.03319,40256390.0,2088501513.0,51.88,0.0
2017-04-24,VNQ,WELL,0.03107,27608468.0,1955231704.0,70.82,0.0
2017-04-24,VNQ,AVB,0.03051,10457987.0,1920086413.0,183.6,0.0
2017-04-24,VNQ,VTR,0.02787,26967130.0,1753942135.0,65.04,0.0
2017-04-24,VNQ,EQR,0.02754,27846954.0,1732637478.0,62.22,0.0
2017-04-24,VNQ,BXP,0.02464,11710627.0,1550604121.0,132.41,0.0
2017-04-24,VNQ,VNO,0.02065,12953550.0,1299370601.0,100.31,0.0
2017-04-24,VNQ,DLR,0.02046,12103657.0,1287708068.0,106.39,0.0
2017-04-24,VNQ,O,0.01863,19693578.0,1172358698.0,59.53,0.0
2017-04-24,VNQ,ESS,0.01836,4989453.0,1155208053.0,231.53,0.0
2017-04-24,VNQ,HST,0.01671,56344124.0,1051381354.0,18.66,0.0
2017-04-24,VNQ,MAA,0.01398,8646110.0,879655231.0,101.74,0.0
2017-04-24,VNQ,REG,0.01228,11638558.0,772683866.0,66.39,0.0
2017-04-24,VNQ,UDR,0.01173,20352166.0,737969539.0,36.26,0.0
2017-04-24,VNQ,EXR,0.01133,9580789.0,712714894.0,74.39,0.0
2017-04-24,VNQ,KIM,0.01115,31757647.0,701526422.0,22.09,0.0
2017-04-24,VNQ,IRM,0.0108,19059894.0,679866419.0,35.67,0.0
2017-04-24,VNQ,ARE,0.01062,6047955.0,668419987.0,110.52,0.0
2017-04-24,VNQ,CPT,0.00852,6662327.0,536050830.0,80.46,0.0
2017-04-24,VNQ,KRC,0.00805,7027445.0,506538236.0,72.08,0.0
2017-04-24,VNQ,OHI,0.00779,14862045.0,490298865.0,32.99,0.0
2017-04-24,VNQ,NNN,0.00777,11204851.0,488755601.0,43.62,0.0
2017-04-24,VNQ,BRX,0.00776,22757023.0,488365714.0,21.46,0.0
2017-04-24,VNQ,WPC,0.0076,7689703.0,478453321.0,62.22,0.0
2017-04-24,VNQ,GLPI,0.00759,14288615.0,477525513.0,33.42,0.0
2017-04-24,VNQ,ELS,0.00756,6172059.0,475618867.0,77.06,0.0
2017-04-24,VNQ,SUI,0.00675,5283865.0,424452875.0,80.33,0.0
2017-04-24,VNQ,DEI,0.00669,10963694.0,421005850.0,38.4,0.0
2017-04-24,VNQ,AMH,0.00642,17589323.0,403850856.0,22.96,0.0
2017-04-24,VNQ,HIW,0.00596,7632100.0,374965073.0,49.13,0.0
2017-04-24,VNQ,EPR,0.00567,4846359.0,356837413.0,73.63,0.0
2017-04-24,VNQ,CUBE,0.00566,13712670.0,355980913.0,25.96,0.0
2017-04-24,VNQ,MPW,0.005,24392782.0,314422960.0,12.89,0.0
2017-04-24,VNQ,APLE,0.00491,16162735.0,308708239.0,19.1,0.0
2017-04-24,VNQ,HR,0.00456,8826565.0,286863363.0,32.5,0.0
2017-04-24,VNQ,EQC,0.00451,9083935.0,283600451.0,31.22,0.0
2017-04-24,VNQ,CUZ,0.00419,31889888.0,263729374.0,8.27,0.0
2017-04-24,VNQ,SHO,0.00402,16492587.0,252831359.0,15.33,0.0
2017-04-24,VNQ,PK,0.004,9807568.0,251760271.0,25.67,0.0
2017-04-24,VNQ,FR,0.00377,8906500.0,237180095.0,26.63,0.0
2017-04-24,VNQ,NHI,0.0035,3035646.0,220478969.0,72.63,0.0
