date,Composite Ticker,Constituent Ticker,Weight,Shares Held,Market Value,price,ret
2020-07-27,VNQ,WELL,0.01705,18400247.0,952212782.0,51.75,0.0
2020-07-27,VNQ,SPG,0.01685,13760610.0,940950512.0,68.38,0.0
2020-07-27,VNQ,ARE,0.01599,5504090.0,893038603.0,162.25,0.0
2020-07-27,VNQ,O,0.01594,14963231.0,890312245.0,59.5,0.0
2020-07-27,VNQ,ESS,0.01218,2967144.0,679980390.0,229.17,0.0
2020-07-27,VNQ,VTR,0.01096,16720789.0,612315293.0,36.62,0.0
2020-07-27,VNQ,BXP,0.01067,6594917.0,596048598.0,90.38,0.0
2020-07-27,VNQ,MAA,0.01052,5123581.0,587521033.0,114.67,0.0
2020-07-27,VNQ,SUI,0.01016,4183953.0,567678743.0,135.68,0.0
2020-07-27,VNQ,WPC,0.00936,7725882.0,522655917.0,67.65,0.0
2020-07-27,VNQ,EXR,0.0092,5561049.0,513674096.0,92.37,0.0
2020-07-27,VNQ,UDR,0.00884,13210121.0,493794323.0,37.38,0.0
2020-07-27,VNQ,ELS,0.00869,7763704.0,485076226.0,62.48,0.0
2020-07-27,VNQ,MPW,0.00786,23356112.0,439094906.0,18.8,0.0
2020-07-27,VNQ,CPT,0.00713,4363216.0,398012564.0,91.22,0.0
2020-07-27,VNQ,REG,0.00618,7515469.0,344884872.0,45.89,0.0
2020-07-27,VNQ,HST,0.00612,31656963.0,341578631.0,10.79,0.0
2020-07-27,VNQ,IRM,0.00602,12882555.0,336234686.0,26.1,0.0
2020-07-27,VNQ,AMH,0.00583,12106648.0,325668831.0,26.9,0.0
2020-07-27,VNQ,GLPI,0.00579,9340121.0,323168187.0,34.6,0.0
2020-07-27,VNQ,OHI,0.00541,10163441.0,302159101.0,29.73,0.0
2020-07-27,VNQ,VNO,0.00498,7281598.0,278229860.0,38.21,0.0
2020-07-27,VNQ,NNN,0.00489,7701374.0,273244750.0,35.48,0.0
2020-07-27,VNQ,KRC,0.0045,4285192.0,251540770.0,58.7,0.0
2020-07-27,VNQ,KIM,0.00446,19403634.0,249142661.0,12.84,0.0
2020-07-27,VNQ,CUBE,0.0042,8683298.0,234362213.0,26.99,0.0
2020-07-27,VNQ,DEI,0.0041,7473514.0,229137939.0,30.66,0.0
2020-07-27,VNQ,FR,0.00392,5699124.0,219074327.0,38.44,0.0
2020-07-27,VNQ,REXR,0.00379,5111771.0,211780673.0,41.43,0.0
2020-07-27,VNQ,EGP,0.00371,1745496.0,207033281.0,118.61,0.0
2020-07-27,VNQ,CUZ,0.00352,6585892.0,196457158.0,29.83,0.0
2020-07-27,VNQ,STAG,0.0035,6672563.0,195639547.0,29.32,0.0
2020-07-27,VNQ,HR,0.00317,6045950.0,177085876.0,29.29,0.0
2020-07-27,VNQ,EQC,0.00316,5476429.0,176341014.0,32.2,0.0
2020-07-27,VNQ,HIW,0.00311,4658779.0,173912220.0,37.33,0.0
2020-07-27,VNQ,BRX,0.00308,13417800.0,172016196.0,12.82,0.0
2020-07-27,VNQ,TRNO,0.00285,3025692.0,159272427.0,52.64,0.0
2020-07-27,VNQ,ADC,0.00241,2047439.0,134537217.0,65.71,0.0
2020-07-27,VNQ,SBRA,0.00238,9222527.0,133081065.0,14.43,0.0
2020-07-27,VNQ,NHI,0.00219,2012392.0,122192442.0,60.72,0.0
2020-07-27,VNQ,LXP,0.00216,11460689.0,120910269.0,10.55,0.0
2020-07-27,VNQ,EPR,0.0021,3547217.0,117519299.0,33.13,0.0
2020-07-27,VNQ,PK,0.00191,10792039.0,106733266.0,9.89,0.0
2020-07-27,VNQ,APLE,0.00165,9519982.0,91963026.0,9.66,0.0
2020-07-27,VNQ,SHO,0.00148,10135653.0,82605572.0,8.15,0.0
2020-07-27,VNQ,RHP,0.00145,2334492.0,80773423.0,34.6,0.0
2020-07-27,VNQ,FCPT,0.00137,3134464.0,76480922.0,24.4,0.0
2020-07-27,VNQ,NSA,0.00137,2671514.0,76565591.0,28.66,0.0
2020-08-03,VNQ,PLD,0.05537,33135312.0,3092518669.0,93.33,0.0
2020-08-03,VNQ,EQIX,0.04819,3831891.0,2691137049.0,702.3,0.0
2020-08-03,VNQ,DLR,0.02836,11147470.0,1584166962.0,142.11,0.0
2020-08-03,VNQ,PSA,0.02355,6855132.0,1315431279.0,191.89,0.0
2020-08-03,VNQ,EQR,0.01757,16679524.0,981089602.0,58.82,0.0
2020-08-03,VNQ,AVB,0.01748,6311675.0,976037422.0,154.64,0.0
2020-08-03,VNQ,WELL,0.01705,18400247.0,952212782.0,51.75,0.0
2020-08-03,VNQ,SPG,0.01685,13760610.0,940950512.0,68.38,0.0
2020-08-03,VNQ,ARE,0.01599,5504090.0,893038603.0,162.25,0.0
2020-08-03,VNQ,O,0.01594,14963231.0,890312245.0,59.5,0.0
2020-08-03,VNQ,ESS,0.01218,2967144.0,679980390.0,229.17,0.0
2020-08-03,VNQ,VTR,0.01096,16720789.0,612315293.0,36.62,0.0
2020-08-03,VNQ,BXP,0.01067,6594917.0,596048598.0,90.38,0.0
2020-08-03,VNQ,MAA,0.01052,5123581.0,587521033.0,114.67,0.0
2020-08-03,VNQ,SUI,0.01016,4183953.0,567678743.0,135.68,0.0
2020-08-03,VNQ,WPC,0.00936,7725882.0,522655917.0,67.65,0.0
2020-08-03,VNQ,EXR,0.0092,5561049.0,513674096.0,92.37,0.0
2020-08-03,VNQ,UDR,0.00884,13210121.0,493794323.0,37.38,0.0
2020-08-03,VNQ,ELS,0.00869,7763704.0,485076226.0,62.48,0.0
2020-08-03,VNQ,MPW,0.00786,23356112.0,439094906.0,18.8,0.0
2020-08-03,VNQ,CPT,0.00713,4363216.0,398012564.0,91.22,0.0
2020-08-03,VNQ,REG,0.00618,7515469.0,344884872.0,45.89,0.0
2020-08-03,VNQ,HST,0.00612,31656963.0,341578631.0,10.79,0.0
2020-08-03,VNQ,IRM,0.00602,12882555.0,336234686.0,26.1,0.0
2020-08-03,VNQ,AMH,0.00583,12106648.0,325668831.0,26.9,0.0
2020-08-03,VNQ,GLPI,0.00579,9340121.0,323168187.0,34.6,0.0
2020-08-03,VNQ,OHI,0.00541,10163441.0,302159101.0,29.73,0.0
2020-08-03,VNQ,VNO,0.00498,7281598.0,278229860.0,38.21,0.0
2020-08-03,VNQ,NNN,0.00489,7701374.0,273244750.0,35.48,0.0
2020-08-03,VNQ,KRC,0.0045,4285192.0,251540770.0,58.7,0.0
2020-08-03,VNQ,KIM,0.00446,19403634.0,249142661.0,12.84,0.0
2020-08-03,VNQ,CUBE,0.0042,8683298.0,234362213.0,26.99,0.0
2020-08-03,VNQ,DEI,0.0041,7473514.0,229137939.0,30.66,0.0
2020-08-03,VNQ,FR,0.00392,5699124.0,219074327.0,38.44,0.0
2020-08-03,VNQ,REXR,0.00379,5111771.0,211780673.0,41.43,0.0
2020-08-03,VNQ,EGP,0.00371,1745496.0,207033281.0,118.61,0.0
2020-08-03,VNQ,CUZ,0.00352,6585892.0,196457158.0,29.83,0.0
2020-08-03,VNQ,STAG,0.0035,6672563.0,195639547.0,29.32,0.0
2020-08-03,VNQ,HR,0.00317,6045950.0,177085876.0,29.29,0.0
2020-08-03,VNQ,EQC,0.00316,5476429.0,176341014.0,32.2,0.0
2020-08-03,VNQ,HIW,0.00311,4658779.0,173912220.0,37.33,0.0
2020-08-03,VNQ,BRX,0.00308,13417800.0,172016196.0,12.82,0.0
2020-08-03,VNQ,TRNO,0.00285,3025692.0,159272427.0,52.64,0.0
2020-08-03,VNQ,ADC,0.00241,2047439.0,134537217.0,65.71,0.0
2020-08-03,VNQ,SBRA,0.00238,9222527.0,133081065.0,14.43,0.0
2020-08-03,VNQ,NHI,0.00219,2012392.0,122192442.0,60.72,0.0
2020-08-03,VNQ,LXP,0.00216,11460689.0,120910269.0,10.55,0.0
2020-08-03,VNQ,EPR,0.0021,3547217.0,117519299.0,33.13,0.0
2020-08-03,VNQ,PK,0.00191,10792039.0,106733266.0,9.89,0.0
2020-08-03,VNQ,APLE,0.00165,9519982.0,91963026.0,9.66,0.0
2020-08-03,VNQ,SHO,0.00148,10135653.0,82605572.0,8.15,0.0
2020-08-03,VNQ,RHP,0.00145,2334492.0,80773423.0,34.6,0.0
2020-08-03,VNQ,NSA,0.00137,2671514.0,76565591.0,28.66,0.0
2020-08-03,VNQ,FCPT,0.00137,3134464.0,76480922.0,24.4,0.0
2020-08-10,VNQ,PLD,0.05537,33135312.0,3092518669.0,93.33,0.0
2020-08-10,VNQ,EQIX,0.04819,3831891.0,2691137049.0,702.3,0.0
2020-08-10,VNQ,DLR,0.02836,11147470.0,1584166962.0,142.11,0.0
2020-08-10,VNQ,PSA,0.02355,6855132.0,1315431279.0,191.89,0.0
2020-08-10,VNQ,EQR,0.01757,16679524.0,981089602.0,58.82,0.0
2020-08-10,VNQ,AVB,0.01748,6311675.0,976037422.0,154.64,0.0
2020-08-10,VNQ,WELL,0.01705,18400247.0,952212782.0,51.75,0.0
2020-08-10,VNQ,SPG,0.01685,13760610.0,940950512.0,68.38,0.0
2020-08-10,VNQ,ARE,0.01599,5504090.0,893038603.0,162.25,0.0
2020-08-10,VNQ,O,0.01594,14963231.0,890312245.0,59.5,0.0
2020-08-10,VNQ,ESS,0.01218,2967144.0,679980390.0,229.17,0.0
2020-08-10,VNQ,VTR,0.01096,16720789.0,612315293.0,36.62,0.0
2020-08-10,VNQ,BXP,0.01067,6594917.0,596048598.0,90.38,0.0
2020-08-10,VNQ,MAA,0.01052,5123581.0,587521033.0,114.67,0.0
2020-08-10,VNQ,SUI,0.01016,4183953.0,567678743.0,135.68,0.0
2020-08-10,VNQ,WPC,0.00936,7725882.0,522655917.0,67.65,0.0
2020-08-10,VNQ,EXR,0.0092,5561049.0,513674096.0,92.37,0.0
2020-08-10,VNQ,UDR,0.00884,13210121.0,493794323.0,37.38,0.0
2020-08-10,VNQ,ELS,0.00869,7763704.0,485076226.0,62.48,0.0
2020-08-10,VNQ,MPW,0.00786,23356112.0,439094906.0,18.8,0.0
2020-08-10,VNQ,CPT,0.00713,4363216.0,398012564.0,91.22,0.0
2020-08-10,VNQ,REG,0.00618,7515469.0,344884872.0,45.89,0.0
2020-08-10,VNQ,HST,0.00612,31656963.0,341578631.0,10.79,0.0
2020-08-10,VNQ,IRM,0.00602,12882555.0,336234686.0,26.1,0.0
2020-08-10,VNQ,AMH,0.00583,12106648.0,325668831.0,26.9,0.0
2020-08-10,VNQ,GLPI,0.00579,9340121.0,323168187.0,34.6,0.0
2020-08-10,VNQ,OHI,0.00541,10163441.0,302159101.0,29.73,0.0
2020-08-10,VNQ,VNO,0.00498,7281598.0,278229860.0,38.21,0.0
2020-08-10,VNQ,NNN,0.00489,7701374.0,273244750.0,35.48,0.0
2020-08-10,VNQ,KRC,0.0045,4285192.0,251540770.0,58.7,0.0
2020-08-10,VNQ,KIM,0.00446,19403634.0,249142661.0,12.84,0.0
2020-08-10,VNQ,CUBE,0.0042,8683298.0,234362213.0,26.99,0.0
2020-08-10,VNQ,DEI,0.0041,7473514.0,229137939.0,30.66,0.0
2020-08-10,VNQ,FR,0.00392,5699124.0,219074327.0,38.44,0.0
2020-08-10,VNQ,REXR,0.00379,5111771.0,211780673.0,41.43,0.0
2020-08-10,VNQ,EGP,0.00371,1745496.0,207033281.0,118.61,0.0
2020-08-10,VNQ,CUZ,0.00352,6585892.0,196457158.0,29.83,0.0
2020-08-10,VNQ,STAG,0.0035,6672563.0,195639547.0,29.32,0.0
2020-08-10,VNQ,HR,0.00317,6045950.0,177085876.0,29.29,0.0
2020-08-10,VNQ,EQC,0.00316,5476429.0,176341014.0,32.2,0.0
2020-08-10,VNQ,HIW,0.00311,4658779.0,173912220.0,37.33,0.0
2020-08-10,VNQ,BRX,0.00308,13417800.0,172016196.0,12.82,0.0
2020-08-10,VNQ,TRNO,0.00285,3025692.0,159272427.0,52.64,0.0
2020-08-10,VNQ,ADC,0.00241,2047439.0,134537217.0,65.71,0.0
2020-08-10,VNQ,SBRA,0.00238,9222527.0,133081065.0,14.43,0.0
2020-08-10,VNQ,NHI,0.00219,2012392.0,122192442.0,60.72,0.0
2020-08-10,VNQ,LXP,0.00216,11460689.0,120910269.0,10.55,0.0
2020-08-10,VNQ,EPR,0.0021,3547217.0,117519299.0,33.13,0.0
2020-08-10,VNQ,PK,0.00191,10792039.0,106733266.0,9.89,0.0
2020-08-10,VNQ,APLE,0.00165,9519982.0,91963026.0,9.66,0.0
2020-08-10,VNQ,SHO,0.00148,10135653.0,82605572.0,8.15,0.0
2020-08-10,VNQ,RHP,0.00145,2334492.0,80773423.0,34.6,0.0
2020-08-10,VNQ,FCPT,0.00137,3134464.0,76480922.0,24.4,0.0
2020-08-10,VNQ,NSA,0.00137,2671514.0,76565591.0,28.66,0.0
2020-08-17,VNQ,PLD,0.0604,32947206.0,3473294457.0,105.42,0.1295
2020-08-17,VNQ,EQIX,0.05205,3810203.0,2992838252.0,785.48,0.1184
2020-08-17,VNQ,DLR,0.03094,11080576.0,1778875671.0,160.54,0.1297
2020-08-17,VNQ,PSA,0.02369,6814617.0,1362105646.0,199.88,0.0416
2020-08-17,VNQ,WELL,0.01705,18305435.0,980439099.0,53.56,0.035
2020-08-17,VNQ,ARE,0.0169,5472539.0,971649299.0,177.55,0.0943
2020-08-17,VNQ,AVB,0.01671,6274667.0,960777011.0,153.12,-0.0098
2020-08-17,VNQ,O,0.01554,14877579.0,893398619.0,60.05,0.0092
2020-08-17,VNQ,EQR,0.01548,16596143.0,890051149.0,53.63,-0.0882
2020-08-17,VNQ,SPG,0.01485,13691469.0,853663092.0,62.35,-0.0882
2020-08-17,VNQ,ESS,0.01133,2950339.0,651257831.0,220.74,-0.0368
2020-08-17,VNQ,VTR,0.01109,16622129.0,637624868.0,38.36,0.0475
2020-08-17,VNQ,SUI,0.01085,4160693.0,623812701.0,149.93,0.105
2020-08-17,VNQ,MAA,0.01056,5095557.0,607339439.0,119.19,0.0394
2020-08-17,VNQ,BXP,0.01016,6556268.0,584097916.0,89.09,-0.0143
2020-08-17,VNQ,EXR,0.00994,5531814.0,571657659.0,103.34,0.1188
2020-08-17,VNQ,WPC,0.00955,7692257.0,548996382.0,71.37,0.055
2020-08-17,VNQ,ELS,0.00917,7718055.0,527297518.0,68.32,0.0935
2020-08-17,VNQ,UDR,0.00827,13137265.0,475568993.0,36.2,-0.0316
2020-08-17,VNQ,MPW,0.00813,23225064.0,467520538.0,20.13,0.0707
2020-08-17,VNQ,CPT,0.00686,4340631.0,394172701.0,90.81,-0.0045
2020-08-17,VNQ,IRM,0.00629,12829154.0,361653851.0,28.19,0.0801
2020-08-17,VNQ,AMH,0.00607,12042566.0,349234414.0,29.0,0.0781
2020-08-17,VNQ,HST,0.0059,31468953.0,339235313.0,10.78,-0.0009
2020-08-17,VNQ,GLPI,0.00585,9285270.0,336219627.0,36.21,0.0465
2020-08-17,VNQ,OHI,0.0057,10119707.0,327676113.0,32.38,0.0891
2020-08-17,VNQ,REG,0.00534,7483564.0,307050631.0,41.03,-0.1059
2020-08-17,VNQ,NNN,0.00472,7654694.0,271358902.0,35.45,-0.0008
2020-08-17,VNQ,CUBE,0.00446,8644199.0,256473384.0,29.67,0.0993
2020-08-17,VNQ,VNO,0.00435,7249508.0,250253016.0,34.52,-0.0966
2020-08-17,VNQ,FR,0.00433,5664243.0,248773553.0,43.92,0.1426
2020-08-17,VNQ,KRC,0.00432,4267531.0,248669031.0,58.27,-0.0073
2020-08-17,VNQ,REXR,0.00415,5080629.0,238433919.0,46.93,0.1328
2020-08-17,VNQ,EGP,0.004,1734678.0,230122383.0,132.66,0.1185
2020-08-17,VNQ,STAG,0.00376,6630097.0,216141162.0,32.6,0.1119
2020-08-17,VNQ,DEI,0.00376,7428990.0,216480769.0,29.14,-0.0496
2020-08-17,VNQ,KIM,0.00374,19281422.0,214987855.0,11.15,-0.1316
2020-08-17,VNQ,CUZ,0.0035,6543683.0,201021942.0,30.72,0.0298
2020-08-17,VNQ,TRNO,0.00318,3004727.0,182567213.0,60.76,0.1543
2020-08-17,VNQ,HIW,0.00309,4627576.0,177421264.0,38.34,0.0271
2020-08-17,VNQ,HR,0.00306,6006244.0,175982949.0,29.3,0.0003
2020-08-17,VNQ,EQC,0.00299,5440653.0,171761415.0,31.57,-0.0196
2020-08-17,VNQ,BRX,0.00266,13285373.0,152914643.0,11.51,-0.1022
2020-08-17,VNQ,ADC,0.00237,2032000.0,136083040.0,66.97,0.0192
2020-08-17,VNQ,SBRA,0.00235,9150824.0,134883146.0,14.74,0.0215
2020-08-17,VNQ,LXP,0.00229,11367523.0,131863267.0,11.6,0.0995
2020-08-17,VNQ,NHI,0.00214,1987960.0,123253520.0,62.0,0.0211
2020-08-17,VNQ,EPR,0.00174,3502805.0,100285307.0,28.63,-0.1358
2020-08-17,VNQ,PK,0.00154,10697126.0,88465232.0,8.27,-0.1638
2020-08-17,VNQ,APLE,0.00145,9480499.0,83618001.0,8.82,-0.087
2020-08-17,VNQ,NSA,0.00143,2660550.0,81998151.0,30.82,0.0754
2020-08-17,VNQ,FCPT,0.00137,3121177.0,78653660.0,25.2,0.0328
2020-08-17,VNQ,SHO,0.00131,10034761.0,75060012.0,7.48,-0.0822
2020-08-17,VNQ,RHP,0.00129,2324643.0,74435069.0,32.02,-0.0746
2020-08-24,VNQ,PLD,0.0604,32947206.0,3473294457.0,105.42,0.0
2020-08-24,VNQ,EQIX,0.05205,3810203.0,2992838252.0,785.48,0.0
2020-08-24,VNQ,DLR,0.03094,11080576.0,1778875671.0,160.54,0.0
2020-08-24,VNQ,PSA,0.02369,6814617.0,1362105646.0,199.88,0.0
2020-08-24,VNQ,WELL,0.01705,18305435.0,980439099.0,53.56,0.0
2020-08-24,VNQ,ARE,0.0169,5472539.0,971649299.0,177.55,0.0
2020-08-24,VNQ,AVB,0.01671,6274667.0,960777011.0,153.12,0.0
2020-08-24,VNQ,O,0.01554,14877579.0,893398619.0,60.05,0.0
2020-08-24,VNQ,EQR,0.01548,16596143.0,890051149.0,53.63,0.0
2020-08-24,VNQ,SPG,0.01485,13691469.0,853663092.0,62.35,0.0
2020-08-24,VNQ,ESS,0.01133,2950339.0,651257831.0,220.74,0.0
2020-08-24,VNQ,VTR,0.01109,16622129.0,637624868.0,38.36,0.0
2020-08-24,VNQ,SUI,0.01085,4160693.0,623812701.0,149.93,0.0
2020-08-24,VNQ,MAA,0.01056,5095557.0,607339439.0,119.19,0.0
2020-08-24,VNQ,BXP,0.01016,6556268.0,584097916.0,89.09,0.0
2020-08-24,VNQ,EXR,0.00994,5531814.0,571657659.0,103.34,0.0
2020-08-24,VNQ,WPC,0.00955,7692257.0,548996382.0,71.37,0.0
2020-08-24,VNQ,ELS,0.00917,7718055.0,527297518.0,68.32,0.0
2020-08-24,VNQ,UDR,0.00827,13137265.0,475568993.0,36.2,0.0
2020-08-24,VNQ,MPW,0.00813,23225064.0,467520538.0,20.13,0.0
2020-08-24,VNQ,CPT,0.00686,4340631.0,394172701.0,90.81,0.0
2020-08-24,VNQ,IRM,0.00629,12829154.0,361653851.0,28.19,0.0
2020-08-24,VNQ,AMH,0.00607,12042566.0,349234414.0,29.0,0.0
2020-08-24,VNQ,HST,0.0059,31468953.0,339235313.0,10.78,0.0
2020-08-24,VNQ,GLPI,0.00585,9285270.0,336219627.0,36.21,0.0
2020-08-24,VNQ,OHI,0.0057,10119707.0,327676113.0,32.38,0.0
2020-08-24,VNQ,REG,0.00534,7483564.0,307050631.0,41.03,0.0
2020-08-24,VNQ,NNN,0.00472,7654694.0,271358902.0,35.45,0.0
2020-08-24,VNQ,CUBE,0.00446,8644199.0,256473384.0,29.67,0.0
2020-08-24,VNQ,VNO,0.00435,7249508.0,250253016.0,34.52,0.0
2020-08-24,VNQ,FR,0.00433,5664243.0,248773553.0,43.92,0.0
2020-08-24,VNQ,KRC,0.00432,4267531.0,248669031.0,58.27,0.0
2020-08-24,VNQ,REXR,0.00415,5080629.0,238433919.0,46.93,0.0
2020-08-24,VNQ,EGP,0.004,1734678.0,230122383.0,132.66,0.0
2020-08-24,VNQ,STAG,0.00376,6630097.0,216141162.0,32.6,0.0
2020-08-24,VNQ,DEI,0.00376,7428990.0,216480769.0,29.14,0.0
2020-08-24,VNQ,KIM,0.00374,19281422.0,214987855.0,11.15,0.0
2020-08-24,VNQ,CUZ,0.0035,6543683.0,201021942.0,30.72,0.0
2020-08-24,VNQ,TRNO,0.00318,3004727.0,182567213.0,60.76,0.0
2020-08-24,VNQ,HIW,0.00309,4627576.0,177421264.0,38.34,0.0
2020-08-24,VNQ,HR,0.00306,6006244.0,175982949.0,29.3,0.0
2020-08-24,VNQ,EQC,0.00299,5440653.0,171761415.0,31.57,0.0
2020-08-24,VNQ,BRX,0.00266,13285373.0,152914643.0,11.51,0.0
2020-08-24,VNQ,ADC,0.00237,2032000.0,136083040.0,66.97,0.0
2020-08-24,VNQ,SBRA,0.00235,9150824.0,134883146.0,14.74,0.0
2020-08-24,VNQ,LXP,0.00229,11367523.0,131863267.0,11.6,0.0
2020-08-24,VNQ,NHI,0.00214,1987960.0,123253520.0,62.0,0.0
2020-08-24,VNQ,EPR,0.00174,3502805.0,100285307.0,28.63,0.0
2020-08-24,VNQ,PK,0.00154,10697126.0,88465232.0,8.27,0.0
2020-08-24,VNQ,APLE,0.00145,9480499.0,83618001.0,8.82,0.0
2020-08-24,VNQ,NSA,0.00143,2660550.0,81998151.0,30.82,0.0
2020-08-24,VNQ,FCPT,0.00137,3121177.0,78653660.0,25.2,0.0
2020-08-24,VNQ,SHO,0.00131,10034761.0,75060012.0,7.48,0.0
2020-08-24,VNQ,RHP,0.00129,2324643.0,74435069.0,32.02,0.0
2020-08-31,VNQ,PLD,0.0604,32947206.0,3473294457.0,105.42,0.0
2020-08-31,VNQ,EQIX,0.05205,3810203.0,2992838252.0,785.48,0.0
2020-08-31,VNQ,DLR,0.03094,11080576.0,1778875671.0,160.54,0.0
2020-08-31,VNQ,PSA,0.02369,6814617.0,1362105646.0,199.88,0.0
2020-08-31,VNQ,WELL,0.01705,18305435.0,980439099.0,53.56,0.0
2020-08-31,VNQ,ARE,0.0169,5472539.0,971649299.0,177.55,0.0
2020-08-31,VNQ,AVB,0.01671,6274667.0,960777011.0,153.12,0.0
2020-08-31,VNQ,O,0.01554,14877579.0,893398619.0,60.05,0.0
2020-08-31,VNQ,EQR,0.01548,16596143.0,890051149.0,53.63,0.0
2020-08-31,VNQ,SPG,0.01485,13691469.0,853663092.0,62.35,0.0
2020-08-31,VNQ,ESS,0.01133,2950339.0,651257831.0,220.74,0.0
2020-08-31,VNQ,VTR,0.01109,16622129.0,637624868.0,38.36,0.0
2020-08-31,VNQ,SUI,0.01085,4160693.0,623812701.0,149.93,0.0
2020-08-31,VNQ,MAA,0.01056,5095557.0,607339439.0,119.19,0.0
2020-08-31,VNQ,BXP,0.01016,6556268.0,584097916.0,89.09,0.0
2020-08-31,VNQ,EXR,0.00994,5531814.0,571657659.0,103.34,0.0
2020-08-31,VNQ,WPC,0.00955,7692257.0,548996382.0,71.37,0.0
2020-08-31,VNQ,ELS,0.00917,7718055.0,527297518.0,68.32,0.0
2020-08-31,VNQ,UDR,0.00827,13137265.0,475568993.0,36.2,0.0
2020-08-31,VNQ,MPW,0.00813,23225064.0,467520538.0,20.13,0.0
2020-08-31,VNQ,CPT,0.00686,4340631.0,394172701.0,90.81,0.0
2020-08-31,VNQ,IRM,0.00629,12829154.0,361653851.0,28.19,0.0
2020-08-31,VNQ,AMH,0.00607,12042566.0,349234414.0,29.0,0.0
2020-08-31,VNQ,HST,0.0059,31468953.0,339235313.0,10.78,0.0
2020-08-31,VNQ,GLPI,0.00585,9285270.0,336219627.0,36.21,0.0
2020-08-31,VNQ,OHI,0.0057,10119707.0,327676113.0,32.38,0.0
2020-08-31,VNQ,REG,0.00534,7483564.0,307050631.0,41.03,0.0
2020-08-31,VNQ,NNN,0.00472,7654694.0,271358902.0,35.45,0.0
2020-08-31,VNQ,CUBE,0.00446,8644199.0,256473384.0,29.67,0.0
2020-08-31,VNQ,VNO,0.00435,7249508.0,250253016.0,34.52,0.0
2020-08-31,VNQ,FR,0.00433,5664243.0,248773553.0,43.92,0.0
2020-08-31,VNQ,KRC,0.00432,4267531.0,248669031.0,58.27,0.0
2020-08-31,VNQ,REXR,0.00415,5080629.0,238433919.0,46.93,0.0
2020-08-31,VNQ,EGP,0.004,1734678.0,230122383.0,132.66,0.0
2020-08-31,VNQ,STAG,0.00376,6630097.0,216141162.0,32.6,0.0
2020-08-31,VNQ,DEI,0.00376,7428990.0,216480769.0,29.14,0.0
2020-08-31,VNQ,KIM,0.00374,19281422.0,214987855.0,11.15,0.0
2020-08-31,VNQ,CUZ,0.0035,6543683.0,201021942.0,30.72,0.0
2020-08-31,VNQ,TRNO,0.00318,3004727.0,182567213.0,60.76,0.0
2020-08-31,VNQ,HIW,0.00309,4627576.0,177421264.0,38.34,0.0
2020-08-31,VNQ,HR,0.00306,6006244.0,175982949.0,29.3,0.0
2020-08-31,VNQ,EQC,0.00299,5440653.0,171761415.0,31.57,0.0
2020-08-31,VNQ,BRX,0.00266,13285373.0,152914643.0,11.51,0.0
2020-08-31,VNQ,ADC,0.00237,2032000.0,136083040.0,66.97,0.0
2020-08-31,VNQ,SBRA,0.00235,9150824.0,134883146.0,14.74,0.0
2020-08-31,VNQ,LXP,0.00229,11367523.0,131863267.0,11.6,0.0
2020-08-31,VNQ,NHI,0.00214,1987960.0,123253520.0,62.0,0.0
2020-08-31,VNQ,EPR,0.00174,3502805.0,100285307.0,28.63,0.0
2020-08-31,VNQ,PK,0.00154,10697126.0,88465232.0,8.27,0.0
2020-08-31,VNQ,APLE,0.00145,9480499.0,83618001.0,8.82,0.0
2020-08-31,VNQ,NSA,0.00143,2660550.0,81998151.0,30.82,0.0
2020-08-31,VNQ,FCPT,0.00137,3121177.0,78653660.0,25.2,0.0
2020-08-31,VNQ,SHO,0.00131,10034761.0,75060012.0,7.48,0.0
2020-08-31,VNQ,RHP,0.00129,2324643.0,74435069.0,32.02,0.0
2020-09-14,VNQ,PLD,0.0604,32947206.0,3473294457.0,105.42,0.0
2020-09-14,VNQ,EQIX,0.05205,3810203.0,2992838252.0,785.48,0.0
2020-09-14,VNQ,DLR,0.03094,11080576.0,1778875671.0,160.54,0.0
2020-09-14,VNQ,PSA,0.02369,6814617.0,1362105646.0,199.88,0.0
2020-09-14,VNQ,WELL,0.01705,18305435.0,980439099.0,53.56,0.0
2020-09-14,VNQ,ARE,0.0169,5472539.0,971649299.0,177.55,0.0
2020-09-14,VNQ,AVB,0.01671,6274667.0,960777011.0,153.12,0.0
2020-09-14,VNQ,O,0.01554,14877579.0,893398619.0,60.05,0.0
2020-09-14,VNQ,EQR,0.01548,16596143.0,890051149.0,53.63,0.0
2020-09-14,VNQ,SPG,0.01485,13691469.0,853663092.0,62.35,0.0
2020-09-14,VNQ,ESS,0.01133,2950339.0,651257831.0,220.74,0.0
2020-09-14,VNQ,VTR,0.01109,16622129.0,637624868.0,38.36,0.0
2020-09-14,VNQ,SUI,0.01085,4160693.0,623812701.0,149.93,0.0
2020-09-14,VNQ,MAA,0.01056,5095557.0,607339439.0,119.19,0.0
2020-09-14,VNQ,BXP,0.01016,6556268.0,584097916.0,89.09,0.0
2020-09-14,VNQ,EXR,0.00994,5531814.0,571657659.0,103.34,0.0
2020-09-14,VNQ,WPC,0.00955,7692257.0,548996382.0,71.37,0.0
2020-09-14,VNQ,ELS,0.00917,7718055.0,527297518.0,68.32,0.0
2020-09-14,VNQ,UDR,0.00827,13137265.0,475568993.0,36.2,0.0
2020-09-14,VNQ,MPW,0.00813,23225064.0,467520538.0,20.13,0.0
