date,label,NAV,cum_fundflow
2021-05-24,Green,39288120.0,1605130.0
2021-05-24,Traditional,39686660079.46,278134810.05
2021-05-24,Green,39141000.0,1605130.0
2021-05-24,Traditional,39702051437.18,417570069.66
2021-05-24,Green,39538920.0,1605130.0
2021-05-24,Traditional,39986482970.72,437773742.16
2021-05-24,Green,40265520.0,1605130.0
2021-05-24,Traditional,40796921533.5,537828132.64
2021-05-24,Green,42381375.0,3282860.0
2021-05-24,Traditional,41335859642.53,578598626.1899999
2021-05-24,Green,42103500.0,3282860.0
2021-05-24,Traditional,41347299736.89,743311317.3699999
2021-05-24,Green,42160624.99999999,3282860.0
2021-05-24,Traditional,41386125715.67,774064317.3699999
2021-06-07,Green,42776500.00000001,0.0
2021-06-07,Traditional,41890843493.44,154717.77
2021-06-07,Green,43199875.0,0.0
2021-06-07,Traditional,42379389338.4,176580717.77
2021-06-07,Green,43165125.0,0.0
2021-06-07,Traditional,42454343774.52,166431944.72
2021-06-07,Green,45229990.0,1726605.0
2021-06-07,Traditional,42802958551.43,218846515.51999998
2021-06-07,Green,45282770.0,1726605.0
2021-06-07,Traditional,42664206309.96999,250637403.88
2021-06-14,Green,45336590.0,0.0
2021-06-14,Traditional,42833235699.42,10628460.92
2021-06-14,Green,45023550.0,0.0
2021-06-14,Traditional,42411399411.990005,31720460.92
2021-06-14,Green,44880160.0,0.0
2021-06-14,Traditional,42153025085.64,115358508.49
2021-06-14,Green,44891990.0,0.0
2021-06-14,Traditional,42242067035.62,188086055.82999998
2021-06-14,Green,44129670.0,0.0
2021-06-14,Traditional,41530500728.85,177869393.17999998
2021-06-21,Green,45182800.0,0.0
