ETFG Date,Composite Ticker,Constituent Ticker,Weight,Shares Held,Market Value
2018-08-20,VNQ,APLE,0.00324,10952772.0,197040368.0
2018-08-20,VNQ,LHO,0.00323,5659198.0,196204395.0
2018-08-20,VNQ,FR,0.00323,6041015.0,196635038.0
2018-08-20,VNQ,CUZ,0.00323,21065444.0,196329938.0
2018-08-20,VNQ,RHP,0.00323,2309612.0,196340116.0
2018-08-20,VNQ,SBRA,0.00317,8919091.0,192741557.0
2018-08-20,VNQ,COR,0.00316,1712162.0,191933360.0
2018-08-20,VNQ,TCO,0.00311,3045885.0,188997164.0
2018-08-20,VNQ,SRC,0.00309,22455894.0,187955833.0
2018-08-20,VNQ,HR,0.00306,6260804.0,186008487.0
2018-08-20,VNQ,WRI,0.00304,6113256.0,184742596.0
2018-08-20,VNQ,SHO,0.00302,11278073.0,183494248.0
2018-08-20,VNQ,PGRE,0.00276,10874996.0,167909938.0
2018-08-20,VNQ,EGP,0.00273,1740004.0,165857181.0
2018-08-20,VNQ,GEO,0.00264,6200595.0,160471399.0
2018-08-20,VNQ,EDR,0.00258,3788397.0,156688100.0
2018-08-20,VNQ,NHI,0.00256,2079718.0,155646095.0
2018-08-20,VNQ,CXW,0.00249,5907133.0,151458890.0
2018-08-20,VNQ,OFC,0.00248,5068428.0,150735049.0
2018-08-20,VNQ,CLNY,0.00246,24322102.0,149824148.0
2018-08-20,VNQ,BDN,0.00242,8932593.0,147298459.0
2018-08-20,VNQ,UNIT,0.00242,8329986.0,147274152.0
2018-08-20,VNQ,OUT,0.00241,6899481.0,146613971.0
2018-08-20,VNQ,RLGY,0.00235,6532618.0,142868356.0
2018-08-20,VNQ,KW,0.00233,6781674.0,141736987.0
2018-08-20,VNQ,DOC,0.00232,8933013.0,140784285.0
2018-08-20,VNQ,CXP,0.00229,6001123.0,139106031.0
2018-08-20,VNQ,PCH,0.00228,2968273.0,138766763.0
2018-08-20,VNQ,RPAI,0.00226,10965662.0,137619058.0
2018-08-20,VNQ,PDM,0.0022,6764474.0,133801296.0
2018-08-20,VNQ,PEB,0.00219,3451898.0,133070668.0
2018-08-20,VNQ,STAG,0.00218,4858516.0,132734657.0
2018-08-20,VNQ,PSB,0.00216,1028035.0,131352032.0
2018-08-20,VNQ,XHR,0.00215,5348947.0,130460817.0
2018-08-20,VNQ,UE,0.00212,5685959.0,128957550.0
2018-08-20,VNQ,REXR,0.00198,3921517.0,120155281.0
2018-08-20,VNQ,WRE,0.00197,3928734.0,119787100.0
2018-08-20,VNQ,DRH,0.00197,10035747.0,119626104.0
2018-08-20,VNQ,ESRT,0.00188,6873861.0,114587263.0
2018-08-20,VNQ,AKR,0.00186,4182463.0,113261098.0
2018-08-20,VNQ,SKT,0.00185,4718703.0,112541067.0
2018-08-20,VNQ,QTS,0.00178,2525525.0,107966194.0
2018-08-20,VNQ,MGP,0.00176,3535744.0,107133043.0
2018-08-20,VNQ,DDR,0.00176,7824825.0,107200103.0
2018-08-20,VNQ,TRNO,0.00169,2776257.0,102471646.0
2018-08-20,VNQ,CHSP,0.00159,3026140.0,96897003.0
2018-08-20,VNQ,ROIC,0.00158,5084425.0,96146477.0
2018-08-20,VNQ,LXP,0.00157,10857089.0,95433812.0
2018-08-20,VNQ,CLI,0.00144,4499690.0,87608964.0
2018-08-20,VNQ,LTC,0.00137,1981312.0,83551927.0
2018-08-20,VNQ,ADC,0.00136,1548340.0,82433622.0
2018-08-20,VNQ,HF,0.00135,1829307.0,82337108.0
2018-08-20,VNQ,9999444D,0.00134,3409411.0,81655393.0
2018-08-20,VNQ,NSA,0.00133,2807319.0,80935007.0
2018-08-20,VNQ,FCPT,0.00125,3060329.0,76202192.0
2018-08-20,VNQ,WPG,0.00123,9280656.0,74523668.0
2018-08-20,VNQ,GOV,0.00123,4947035.0,74551817.0
2018-08-20,VNQ,INN,0.00121,5212962.0,73763412.0
2018-08-20,VNQ,GNL,0.00117,3357643.0,71047726.0
2018-08-20,VNQ,KRG,0.00116,4172570.0,70391256.0
2018-08-20,VNQ,SIR,0.00115,3358983.0,70034796.0
2018-08-20,VNQ,SRG,0.00112,1612391.0,68220263.0
2018-08-20,VNQ,CTRE,0.00106,3802697.0,64303606.0
2018-08-20,VNQ,AAT,0.00105,1653400.0,63540162.0
2018-08-20,VNQ,MNR,0.00101,3689583.0,61505349.0
2018-08-27,NURE,AVB,0.0534172416,8910.0,1625807.7
2018-08-27,NURE,MAA,0.0532618316,15652.0,1621077.64
2018-08-27,NURE,UDR,0.0522542202,40091.0,1590409.97
2018-08-27,NURE,EQR,0.0514147945,23190.0,1564861.2
2018-08-27,NURE,ESS,0.0493802243,6150.0,1502937.0
2018-08-27,NURE,PSA,0.0488737571,6984.0,1487522.16
2018-08-27,NURE,CPT,0.0471548235,15197.0,1435204.68
2018-08-27,NURE,HST,0.0461098009,67052.0,1403398.36
2018-08-27,NURE,EXR,0.046078923,15304.0,1402458.56
2018-08-27,NURE,ELS,0.0456466235,14537.0,1389301.09
2018-08-27,NURE,SUI,0.0438837216,13119.0,1335645.39
2018-08-27,NURE,AIV,0.0371529514,25770.0,1130787.6
2018-08-27,NURE,PK,0.0357073601,32943.0,1086789.57
2018-08-27,NURE,INVH,0.0355196315,46881.0,1081075.86
2018-08-27,NURE,AMH,0.0320300302,42552.0,974866.32
2018-08-27,NURE,ACC,0.0308707478,22387.0,939582.39
2018-08-27,NURE,CUBE,0.0297530067,29857.0,905562.81
2018-08-27,NURE,HPT,0.0254849923,26914.0,775661.48
2018-08-27,NURE,LSI,0.0243644706,7619.0,741557.27
2018-08-27,NURE,RHP,0.0236108478,8400.0,718620.0
2018-08-27,NURE,RLJ,0.0206922458,28692.0,629789.4
2018-08-27,NURE,APLE,0.0206543131,35456.0,628634.88
2018-08-27,NURE,LHO,0.0203942872,18081.0,620720.73
2018-08-27,NURE,SHO,0.0199242654,36954.0,606415.14
2018-08-27,NURE,EDR,0.017917207,13169.0,545328.29
2018-08-27,NURE,PEB,0.0138235422,11307.0,420733.47
2018-08-27,NURE,XHR,0.0136747902,17495.0,416206.05
2018-08-27,NURE,DRH,0.0125713242,32843.0,382620.95
2018-08-27,NURE,CHSP,0.0103669936,9848.0,315529.92
2018-08-27,NURE,NSA,0.0085631119,9229.0,260626.96
2018-08-27,NURE,INN,0.0076897754,17184.0,234046.08
2018-08-27,NURE,CLDT,0.0053103597,7528.0,161626.16
2018-08-27,NURE,IRT,0.0048305346,14274.0,147022.2
2018-08-27,NURE,HT,0.0045097291,6068.0,137258.16
2018-08-27,NURE,AHT,0.003080158,14694.0,93747.72
2018-08-27,NURE,BHR,0.0019641372,5410.0,59780.5
2018-08-27,VNQ,AMT,0.05367,22010381.0,3262818879.0
2018-08-27,VNQ,SPG,0.04637,15998686.0,2819128460.0
2018-08-27,VNQ,CCI,0.03704,20315190.0,2251532508.0
2018-08-27,VNQ,PLD,0.02874,26622575.0,1746973372.0
2018-08-27,VNQ,EQIX,0.02858,3955417.0,1737535580.0
2018-08-27,VNQ,PSA,0.02803,7821913.0,1703847309.0
2018-08-27,VNQ,WY,0.02123,37762733.0,1290730214.0
2018-08-27,VNQ,DLR,0.02049,10259241.0,1245677042.0
2018-08-27,VNQ,AVB,0.02007,6897837.0,1219882473.0
2018-08-27,VNQ,EQR,0.01979,18387880.0,1203118988.0
2018-08-27,VNQ,WELL,0.01904,18491006.0,1157536976.0
2018-08-27,VNQ,VTR,0.0165,17785400.0,1002740852.0
2018-08-27,VNQ,BXP,0.01593,7713025.0,968216028.0
2018-08-27,VNQ,SBAC,0.01514,5814326.0,920117090.0
2018-08-27,VNQ,CBRE,0.0132,16114296.0,802491941.0
2018-08-27,VNQ,ESS,0.01304,3297510.0,792886280.0
2018-08-27,VNQ,O,0.01303,14198113.0,791828762.0
2018-08-27,VNQ,HST,0.01263,36669316.0,767855477.0
2018-08-27,VNQ,GGP,0.01174,33461417.0,713397410.0
2018-08-27,VNQ,ARE,0.01061,5060878.0,644958292.0
2018-08-27,VNQ,VNO,0.01011,8544235.0,614501381.0
2018-08-27,VNQ,HCP,0.00999,23451571.0,607395689.0
2018-08-27,VNQ,EXR,0.00974,6298346.0,591855574.0
2018-08-27,VNQ,MAA,0.00942,5684143.0,572847932.0
2018-08-27,VNQ,DRE,0.00855,17852611.0,519868032.0
2018-08-27,VNQ,UDR,0.0085,13422453.0,516495991.0
2018-08-27,VNQ,IRM,0.00782,13538677.0,475342949.0
2018-08-27,VNQ,SLG,0.00767,4519474.0,466002964.0
2018-08-27,VNQ,CPT,0.00706,4636613.0,429303998.0
2018-08-27,VNQ,FRT,0.00702,3399270.0,426608385.0
2018-08-27,VNQ,REG,0.00699,6682681.0,425218992.0
2018-08-27,VNQ,JLL,0.00638,2269652.0,388133189.0
2018-08-27,VNQ,SUI,0.00637,3993418.0,387201809.0
2018-08-27,VNQ,ELS,0.00632,4223496.0,384295901.0
2018-08-27,VNQ,VER,0.00611,48683978.0,371458752.0
2018-08-27,VNQ,GLPI,0.00605,10129713.0,367911176.0
2018-08-27,VNQ,KRC,0.00594,4949182.0,361042827.0
2018-08-27,VNQ,INVH,0.00592,15562692.0,359653812.0
2018-08-27,VNQ,WPC,0.00577,5368750.0,351008875.0
2018-08-27,VNQ,KIM,0.00567,20647263.0,344602819.0
2018-08-27,VNQ,NNN,0.00565,7703744.0,343664020.0
2018-08-27,VNQ,AIV,0.00553,7876577.0,335936009.0
2018-08-27,VNQ,LPT,0.00521,7385714.0,316551702.0
2018-08-27,VNQ,PK,0.00517,10042508.0,314129650.0
2018-08-27,VNQ,DCT,0.00516,4689947.0,313616756.0
2018-08-27,VNQ,DEI,0.00516,8080751.0,313856369.0
2018-08-27,VNQ,MAC,0.00513,5277489.0,311688500.0
2018-08-27,VNQ,CONE,0.00489,4800429.0,297242564.0
2018-08-27,VNQ,OHI,0.00485,9924780.0,294666718.0
2018-08-27,VNQ,AMH,0.00466,12799950.0,283390893.0
2018-08-27,VNQ,FCE/A,0.00466,11334204.0,283015074.0
2018-08-27,VNQ,ACC,0.00463,6819352.0,281298270.0
2018-08-27,VNQ,HTA,0.00461,10249034.0,280003609.0
2018-08-27,VNQ,HHC,0.00459,2057266.0,278862406.0
2018-08-27,VNQ,CUBE,0.00455,9116753.0,276784621.0
2018-08-27,VNQ,LAMR,0.00447,3687474.0,271508711.0
2018-08-27,VNQ,HPP,0.00443,7853503.0,269061013.0
2018-08-27,VNQ,MPW,0.00434,18302623.0,263740797.0
2018-08-27,VNQ,BRX,0.0043,14766037.0,261211195.0
2018-08-27,VNQ,VICI,0.00426,12732582.0,259108044.0
2018-08-27,VNQ,HIW,0.00419,5187658.0,254765884.0
2018-08-27,VNQ,EPR,0.00403,3687897.0,245208272.0
2018-08-27,VNQ,STOR,0.00395,8752784.0,240263921.0
2018-08-27,VNQ,HPT,0.00383,8232053.0,232720138.0
2018-08-27,VNQ,RYN,0.00372,6458475.0,226111210.0
2018-08-27,VNQ,LSI,0.00367,2328080.0,223402557.0
2018-08-27,VNQ,GPT,0.00362,8043547.0,220312752.0
2018-08-27,VNQ,SNH,0.00349,11904852.0,212382560.0
2018-08-27,VNQ,JBGS,0.00337,5605620.0,204605130.0
2018-08-27,VNQ,EQC,0.00332,6267556.0,202066005.0
2018-08-27,VNQ,RLJ,0.00325,8746524.0,197583977.0
2018-08-27,VNQ,APLE,0.00324,10952772.0,197040368.0
2018-08-27,VNQ,LHO,0.00323,5659198.0,196204395.0
2018-08-27,VNQ,RHP,0.00323,2309612.0,196340116.0
2018-08-27,VNQ,FR,0.00323,6041015.0,196635038.0
2018-08-27,VNQ,CUZ,0.00323,21065444.0,196329938.0
2018-08-27,VNQ,SBRA,0.00317,8919091.0,192741557.0
2018-08-27,VNQ,COR,0.00316,1712162.0,191933360.0
2018-08-27,VNQ,TCO,0.00311,3045885.0,188997164.0
2018-08-27,VNQ,SRC,0.00309,22455894.0,187955833.0
2018-08-27,VNQ,HR,0.00306,6260804.0,186008487.0
2018-08-27,VNQ,WRI,0.00304,6113256.0,184742596.0
2018-08-27,VNQ,SHO,0.00302,11278073.0,183494248.0
2018-08-27,VNQ,PGRE,0.00276,10874996.0,167909938.0
2018-08-27,VNQ,EGP,0.00273,1740004.0,165857181.0
2018-08-27,VNQ,GEO,0.00264,6200595.0,160471399.0
2018-08-27,VNQ,EDR,0.00258,3788397.0,156688100.0
2018-08-27,VNQ,NHI,0.00256,2079718.0,155646095.0
2018-08-27,VNQ,CXW,0.00249,5907133.0,151458890.0
2018-08-27,VNQ,OFC,0.00248,5068428.0,150735049.0
2018-08-27,VNQ,CLNY,0.00246,24322102.0,149824148.0
2018-08-27,VNQ,BDN,0.00242,8932593.0,147298459.0
2018-08-27,VNQ,UNIT,0.00242,8329986.0,147274152.0
2018-08-27,VNQ,OUT,0.00241,6899481.0,146613971.0
2018-08-27,VNQ,RLGY,0.00235,6532618.0,142868356.0
2018-08-27,VNQ,KW,0.00233,6781674.0,141736987.0
2018-08-27,VNQ,DOC,0.00232,8933013.0,140784285.0
2018-08-27,VNQ,CXP,0.00229,6001123.0,139106031.0
2018-08-27,VNQ,PCH,0.00228,2968273.0,138766763.0
2018-08-27,VNQ,RPAI,0.00226,10965662.0,137619058.0
2018-08-27,VNQ,PDM,0.0022,6764474.0,133801296.0
2018-08-27,VNQ,PEB,0.00219,3451898.0,133070668.0
2018-08-27,VNQ,STAG,0.00218,4858516.0,132734657.0
2018-08-27,VNQ,PSB,0.00216,1028035.0,131352032.0
2018-08-27,VNQ,XHR,0.00215,5348947.0,130460817.0
2018-08-27,VNQ,UE,0.00212,5685959.0,128957550.0
2018-08-27,VNQ,REXR,0.00198,3921517.0,120155281.0
2018-08-27,VNQ,DRH,0.00197,10035747.0,119626104.0
2018-08-27,VNQ,WRE,0.00197,3928734.0,119787100.0
2018-08-27,VNQ,ESRT,0.00188,6873861.0,114587263.0
2018-08-27,VNQ,AKR,0.00186,4182463.0,113261098.0
2018-08-27,VNQ,SKT,0.00185,4718703.0,112541067.0
2018-08-27,VNQ,QTS,0.00178,2525525.0,107966194.0
2018-08-27,VNQ,MGP,0.00176,3535744.0,107133043.0
2018-08-27,VNQ,DDR,0.00176,7824825.0,107200103.0
2018-08-27,VNQ,TRNO,0.00169,2776257.0,102471646.0
2018-08-27,VNQ,CHSP,0.00159,3026140.0,96897003.0
2018-08-27,VNQ,ROIC,0.00158,5084425.0,96146477.0
2018-08-27,VNQ,LXP,0.00157,10857089.0,95433812.0
2018-08-27,VNQ,CLI,0.00144,4499690.0,87608964.0
2018-08-27,VNQ,LTC,0.00137,1981312.0,83551927.0
2018-08-27,VNQ,ADC,0.00136,1548340.0,82433622.0
2018-08-27,VNQ,HF,0.00135,1829307.0,82337108.0
2018-08-27,VNQ,9999444D,0.00134,3409411.0,81655393.0
2018-08-27,VNQ,NSA,0.00133,2807319.0,80935007.0
2018-08-27,VNQ,FCPT,0.00125,3060329.0,76202192.0
2018-08-27,VNQ,GOV,0.00123,4947035.0,74551817.0
2018-08-27,VNQ,WPG,0.00123,9280656.0,74523668.0
2018-08-27,VNQ,INN,0.00121,5212962.0,73763412.0
2018-08-27,VNQ,GNL,0.00117,3357643.0,71047726.0
2018-08-27,VNQ,KRG,0.00116,4172570.0,70391256.0
2018-08-27,VNQ,SIR,0.00115,3358983.0,70034796.0
2018-08-27,VNQ,SRG,0.00112,1612391.0,68220263.0
2018-08-27,VNQ,CTRE,0.00106,3802697.0,64303606.0
2018-08-27,VNQ,AAT,0.00105,1653400.0,63540162.0
2018-08-27,VNQ,MNR,0.00101,3689583.0,61505349.0
2018-09-10,NURE,AVB,0.0537181577,8924.0,1644603.96
2018-09-10,NURE,MAA,0.0532595917,15677.0,1630564.77
2018-09-10,NURE,UDR,0.0528310048,40155.0,1617443.4
2018-09-10,NURE,EQR,0.0514378245,23227.0,1574790.6
2018-09-10,NURE,ESS,0.0501524624,6159.0,1535438.7
2018-09-10,NURE,PSA,0.0483714236,6995.0,1480911.45
2018-09-10,NURE,CPT,0.0469444679,15220.0,1437224.6
2018-09-10,NURE,HST,0.0466770379,67154.0,1429037.12
2018-09-10,NURE,ELS,0.0457236206,14559.0,1399847.85
2018-09-10,NURE,EXR,0.0455093107,15326.0,1393286.66
2018-09-10,NURE,SUI,0.0435600263,13139.0,1333608.5
2018-09-10,NURE,AIV,0.0372582336,25813.0,1140676.47
2018-09-10,NURE,INVH,0.0360589229,46957.0,1103959.07
2018-09-10,NURE,PK,0.0360078797,32996.0,1102396.36
2018-09-10,NURE,AMH,0.0318236105,42620.0,974293.2
2018-09-10,NURE,ACC,0.0308417304,22423.0,944232.53
2018-09-10,NURE,CUBE,0.0296176597,29857.0,906757.09
2018-09-10,NURE,HPT,0.0252565282,26914.0,773239.22
2018-09-10,NURE,LSI,0.0243983836,7619.0,746966.76
2018-09-10,NURE,RHP,0.0241721329,8400.0,740040.0
2018-09-10,NURE,RLJ,0.0209364849,28692.0,640979.28
2018-09-10,NURE,LHO,0.0203692678,18081.0,623613.69
2018-09-10,NURE,APLE,0.0202784923,35456.0,620834.56
2018-09-10,NURE,SHO,0.0200489146,36954.0,613805.94
2018-09-10,NURE,EDR,0.017866886,13219.0,547002.22
2018-09-10,NURE,PEB,0.0135874187,11307.0,415984.53
2018-09-10,NURE,XHR,0.0135375099,17495.0,414456.55
2018-09-10,NURE,DRH,0.012680024,32843.0,388204.26
2018-09-10,NURE,CHSP,0.0106204272,9901.0,325148.84
2018-09-10,NURE,NSA,0.0083863223,9229.0,256750.78
2018-09-10,NURE,INN,0.0075380681,17184.0,230781.12
2018-09-10,NURE,CLDT,0.0051931791,7528.0,158991.36
2018-09-10,NURE,IRT,0.0048208765,14274.0,147593.16
2018-09-10,NURE,HT,0.0046537542,6068.0,142476.64
2018-09-10,NURE,AHT,0.003009313,14694.0,92131.38
2018-09-10,NURE,BHR,0.0020321459,5410.0,62215.0
2018-09-10,VNQ,AMT,0.05367,22010381.0,3262818879.0
2018-09-10,VNQ,SPG,0.04637,15998686.0,2819128460.0
2018-09-10,VNQ,CCI,0.03704,20315190.0,2251532508.0
2018-09-10,VNQ,PLD,0.02874,26622575.0,1746973372.0
2018-09-10,VNQ,EQIX,0.02858,3955417.0,1737535580.0
2018-09-10,VNQ,PSA,0.02803,7821913.0,1703847309.0
2018-09-10,VNQ,WY,0.02123,37762733.0,1290730214.0
2018-09-10,VNQ,DLR,0.02049,10259241.0,1245677042.0
2018-09-10,VNQ,AVB,0.02007,6897837.0,1219882473.0
2018-09-10,VNQ,EQR,0.01979,18387880.0,1203118988.0
2018-09-10,VNQ,WELL,0.01904,18491006.0,1157536976.0
2018-09-10,VNQ,VTR,0.0165,17785400.0,1002740852.0
2018-09-10,VNQ,BXP,0.01593,7713025.0,968216028.0
2018-09-10,VNQ,SBAC,0.01514,5814326.0,920117090.0
2018-09-10,VNQ,CBRE,0.0132,16114296.0,802491941.0
2018-09-10,VNQ,ESS,0.01304,3297510.0,792886280.0
2018-09-10,VNQ,O,0.01303,14198113.0,791828762.0
2018-09-10,VNQ,HST,0.01263,36669316.0,767855477.0
2018-09-10,VNQ,GGP,0.01174,33461417.0,713397410.0
2018-09-10,VNQ,ARE,0.01061,5060878.0,644958292.0
2018-09-10,VNQ,VNO,0.01011,8544235.0,614501381.0
2018-09-10,VNQ,HCP,0.00999,23451571.0,607395689.0
2018-09-10,VNQ,EXR,0.00974,6298346.0,591855574.0
2018-09-10,VNQ,MAA,0.00942,5684143.0,572847932.0
2018-09-10,VNQ,DRE,0.00855,17852611.0,519868032.0
2018-09-10,VNQ,UDR,0.0085,13422453.0,516495991.0
2018-09-10,VNQ,IRM,0.00782,13538677.0,475342949.0
2018-09-10,VNQ,SLG,0.00767,4519474.0,466002964.0
2018-09-10,VNQ,CPT,0.00706,4636613.0,429303998.0
2018-09-10,VNQ,FRT,0.00702,3399270.0,426608385.0
2018-09-10,VNQ,REG,0.00699,6682681.0,425218992.0
2018-09-10,VNQ,JLL,0.00638,2269652.0,388133189.0
2018-09-10,VNQ,SUI,0.00637,3993418.0,387201809.0
2018-09-10,VNQ,ELS,0.00632,4223496.0,384295901.0
2018-09-10,VNQ,VER,0.00611,48683978.0,371458752.0
2018-09-10,VNQ,GLPI,0.00605,10129713.0,367911176.0
2018-09-10,VNQ,KRC,0.00594,4949182.0,361042827.0
2018-09-10,VNQ,INVH,0.00592,15562692.0,359653812.0
2018-09-10,VNQ,WPC,0.00577,5368750.0,351008875.0
2018-09-10,VNQ,KIM,0.00567,20647263.0,344602819.0
2018-09-10,VNQ,NNN,0.00565,7703744.0,343664020.0
2018-09-10,VNQ,AIV,0.00553,7876577.0,335936009.0
2018-09-10,VNQ,LPT,0.00521,7385714.0,316551702.0
2018-09-10,VNQ,PK,0.00517,10042508.0,314129650.0
2018-09-10,VNQ,DCT,0.00516,4689947.0,313616756.0
2018-09-10,VNQ,DEI,0.00516,8080751.0,313856369.0
2018-09-10,VNQ,MAC,0.00513,5277489.0,311688500.0
2018-09-10,VNQ,CONE,0.00489,4800429.0,297242564.0
2018-09-10,VNQ,OHI,0.00485,9924780.0,294666718.0
2018-09-10,VNQ,FCE/A,0.00466,11334204.0,283015074.0
2018-09-10,VNQ,AMH,0.00466,12799950.0,283390893.0
2018-09-10,VNQ,ACC,0.00463,6819352.0,281298270.0
2018-09-10,VNQ,HTA,0.00461,10249034.0,280003609.0
2018-09-10,VNQ,HHC,0.00459,2057266.0,278862406.0
2018-09-10,VNQ,CUBE,0.00455,9116753.0,276784621.0
2018-09-10,VNQ,LAMR,0.00447,3687474.0,271508711.0
2018-09-10,VNQ,HPP,0.00443,7853503.0,269061013.0
2018-09-10,VNQ,MPW,0.00434,18302623.0,263740797.0
2018-09-10,VNQ,BRX,0.0043,14766037.0,261211195.0
2018-09-10,VNQ,VICI,0.00426,12732582.0,259108044.0
2018-09-10,VNQ,HIW,0.00419,5187658.0,254765884.0
2018-09-10,VNQ,EPR,0.00403,3687897.0,245208272.0
2018-09-10,VNQ,STOR,0.00395,8752784.0,240263921.0
2018-09-10,VNQ,HPT,0.00383,8232053.0,232720138.0
2018-09-10,VNQ,RYN,0.00372,6458475.0,226111210.0
2018-09-10,VNQ,LSI,0.00367,2328080.0,223402557.0
2018-09-10,VNQ,GPT,0.00362,8043547.0,220312752.0
2018-09-10,VNQ,SNH,0.00349,11904852.0,212382560.0
2018-09-10,VNQ,JBGS,0.00337,5605620.0,204605130.0
2018-09-10,VNQ,EQC,0.00332,6267556.0,202066005.0
2018-09-10,VNQ,RLJ,0.00325,8746524.0,197583977.0
2018-09-10,VNQ,APLE,0.00324,10952772.0,197040368.0
2018-09-10,VNQ,CUZ,0.00323,21065444.0,196329938.0
2018-09-10,VNQ,RHP,0.00323,2309612.0,196340116.0
2018-09-10,VNQ,FR,0.00323,6041015.0,196635038.0
2018-09-10,VNQ,LHO,0.00323,5659198.0,196204395.0
2018-09-10,VNQ,SBRA,0.00317,8919091.0,192741557.0
2018-09-10,VNQ,COR,0.00316,1712162.0,191933360.0
2018-09-10,VNQ,TCO,0.00311,3045885.0,188997164.0
2018-09-10,VNQ,SRC,0.00309,22455894.0,187955833.0
2018-09-10,VNQ,HR,0.00306,6260804.0,186008487.0
2018-09-10,VNQ,WRI,0.00304,6113256.0,184742596.0
2018-09-10,VNQ,SHO,0.00302,11278073.0,183494248.0
2018-09-10,VNQ,PGRE,0.00276,10874996.0,167909938.0
2018-09-10,VNQ,EGP,0.00273,1740004.0,165857181.0
2018-09-10,VNQ,GEO,0.00264,6200595.0,160471399.0
2018-09-10,VNQ,EDR,0.00258,3788397.0,156688100.0
2018-09-10,VNQ,NHI,0.00256,2079718.0,155646095.0
2018-09-10,VNQ,CXW,0.00249,5907133.0,151458890.0
2018-09-10,VNQ,OFC,0.00248,5068428.0,150735049.0
2018-09-10,VNQ,CLNY,0.00246,24322102.0,149824148.0
2018-09-10,VNQ,BDN,0.00242,8932593.0,147298459.0
2018-09-10,VNQ,UNIT,0.00242,8329986.0,147274152.0
2018-09-10,VNQ,OUT,0.00241,6899481.0,146613971.0
2018-09-10,VNQ,RLGY,0.00235,6532618.0,142868356.0
2018-09-10,VNQ,KW,0.00233,6781674.0,141736987.0
2018-09-10,VNQ,DOC,0.00232,8933013.0,140784285.0
2018-09-10,VNQ,CXP,0.00229,6001123.0,139106031.0
2018-09-10,VNQ,PCH,0.00228,2968273.0,138766763.0
2018-09-10,VNQ,RPAI,0.00226,10965662.0,137619058.0
2018-09-10,VNQ,PDM,0.0022,6764474.0,133801296.0
2018-09-10,VNQ,PEB,0.00219,3451898.0,133070668.0
2018-09-10,VNQ,STAG,0.00218,4858516.0,132734657.0
2018-09-10,VNQ,PSB,0.00216,1028035.0,131352032.0
2018-09-10,VNQ,XHR,0.00215,5348947.0,130460817.0
2018-09-10,VNQ,UE,0.00212,5685959.0,128957550.0
2018-09-10,VNQ,REXR,0.00198,3921517.0,120155281.0
2018-09-10,VNQ,DRH,0.00197,10035747.0,119626104.0
2018-09-10,VNQ,WRE,0.00197,3928734.0,119787100.0
2018-09-10,VNQ,ESRT,0.00188,6873861.0,114587263.0
2018-09-10,VNQ,AKR,0.00186,4182463.0,113261098.0
2018-09-10,VNQ,SKT,0.00185,4718703.0,112541067.0
2018-09-10,VNQ,QTS,0.00178,2525525.0,107966194.0
2018-09-10,VNQ,MGP,0.00176,3535744.0,107133043.0
2018-09-10,VNQ,DDR,0.00176,7824825.0,107200103.0
2018-09-10,VNQ,TRNO,0.00169,2776257.0,102471646.0
2018-09-10,VNQ,CHSP,0.00159,3026140.0,96897003.0
2018-09-10,VNQ,ROIC,0.00158,5084425.0,96146477.0
2018-09-10,VNQ,LXP,0.00157,10857089.0,95433812.0
2018-09-10,VNQ,CLI,0.00144,4499690.0,87608964.0
2018-09-10,VNQ,LTC,0.00137,1981312.0,83551927.0
2018-09-10,VNQ,ADC,0.00136,1548340.0,82433622.0
2018-09-10,VNQ,HF,0.00135,1829307.0,82337108.0
2018-09-10,VNQ,9999444D,0.00134,3409411.0,81655393.0
2018-09-10,VNQ,NSA,0.00133,2807319.0,80935007.0
2018-09-10,VNQ,FCPT,0.00125,3060329.0,76202192.0
2018-09-10,VNQ,GOV,0.00123,4947035.0,74551817.0
2018-09-10,VNQ,WPG,0.00123,9280656.0,74523668.0
2018-09-10,VNQ,INN,0.00121,5212962.0,73763412.0
2018-09-10,VNQ,GNL,0.00117,3357643.0,71047726.0
2018-09-10,VNQ,KRG,0.00116,4172570.0,70391256.0
2018-09-10,VNQ,SIR,0.00115,3358983.0,70034796.0
2018-09-10,VNQ,SRG,0.00112,1612391.0,68220263.0
2018-09-10,VNQ,CTRE,0.00106,3802697.0,64303606.0
2018-09-10,VNQ,AAT,0.00105,1653400.0,63540162.0
2018-09-10,VNQ,MNR,0.00101,3689583.0,61505349.0
2018-09-17,NURE,AVB,0.0537855115,9330.0,1723530.9
2018-09-17,NURE,UDR,0.0530964234,41980.0,1701449.4
2018-09-17,NURE,MAA,0.0527433958,16390.0,1690136.8
2018-09-17,NURE,EQR,0.0518328001,24283.0,1660957.2
2018-09-17,NURE,ESS,0.0494812764,6439.0,1585603.75
2018-09-17,NURE,PSA,0.0475186665,7313.0,1522712.86
2018-09-17,NURE,CPT,0.0471929828,15912.0,1512276.48
2018-09-17,NURE,HST,0.0468850337,70206.0,1502408.4
2018-09-17,NURE,ELS,0.0460888049,15221.0,1476893.63
2018-09-17,NURE,EXR,0.0446620627,16023.0,1431174.36
2018-09-17,NURE,SUI,0.0441984764,13736.0,1416318.96
2018-09-17,NURE,AIV,0.0374500046,26986.0,1200067.42
2018-09-17,NURE,INVH,0.0363228287,49091.0,1163947.61
2018-09-17,NURE,PK,0.0358905872,34496.0,1150096.64
